Timestamp,Timestamp (ISO 8601),X,Y,Marker
timestamp,datetimestamp,x_axis,y_axis,consent_page_0
Timestamp,Timestamp (ISO 8601),X,Y,Marker
timestamp,datetimestamp,x_axis,y_axis,consent_decision_0
Timestamp,Timestamp (ISO 8601),X,Y,Marker
timestamp,datetimestamp,x_axis,y_axis,demographics_page_0
Timestamp,Timestamp (ISO 8601),X,Y,Marker
timestamp,datetimestamp,x_axis,y_axis,demographics_submitted_0
Timestamp,Timestamp (ISO 8601),X,Y,Marker
timestamp,datetimestamp,x_axis,y_axis,instructions_page_0
Timestamp,Timestamp (ISO 8601),X,Y,Marker
timestamp,datetimestamp,x_axis,y_axis,index_page_1
Timestamp,Timestamp (ISO 8601),X,Y,Marker
timestamp,datetimestamp,x_axis,y_axis,start_charging_1
Timestamp,Timestamp (ISO 8601),X,Y,Marker
timestamp,datetimestamp,x_axis,y_axis,charging_page_1
Timestamp,Timestamp (ISO 8601),X,Y,Marker
timestamp,datetimestamp,x_axis,y_axis,disabled_charging_1
Timestamp,Timestamp (ISO 8601),X,Y,Marker
timestamp,datetimestamp,x_axis,y_axis,driving_page_1
Timestamp,Timestamp (ISO 8601),X,Y,Marker
timestamp,datetimestamp,x_axis,y_axis,index_page_1
1763121942.528203,2025-11-14T12:05:42.528203,0,1080,unknown,restart_game_0
1763121942.542429,2025-11-14T12:05:42.542428,,,unknown,restart_game_0
1763121942.555979,2025-11-14T12:05:42.555979,,,unknown,restart_game_0
1763121942.625036,2025-11-14T12:05:42.625036,,,unknown,restart_game_0
1763121942.637021,2025-11-14T12:05:42.637020,,,unknown,restart_game_0
1763121942.737185,2025-11-14T12:05:42.737185,194,1080,unknown,restart_game_0
1763121942.750359,2025-11-14T12:05:42.750358,73,1080,unknown,restart_game_0
1763121942.759928,2025-11-14T12:05:42.759928,26,1080,unknown,restart_game_0
1763121942.772650,2025-11-14T12:05:42.772650,32,1080,unknown,restart_game_0
1763121942.831136,2025-11-14T12:05:42.831136,,,unknown,restart_game_0
1763121942.845313,2025-11-14T12:05:42.845312,52,1080,unknown,restart_game_0
1763121942.858332,2025-11-14T12:05:42.858331,,,unknown,restart_game_0
1763121942.926542,2025-11-14T12:05:42.926541,,,unknown,restart_game_0
1763121942.939070,2025-11-14T12:05:42.939070,107,1080,unknown,restart_game_0
1763121942.951678,2025-11-14T12:05:42.951677,,,unknown,restart_game_0
1763121943.023801,2025-11-14T12:05:43.023800,,,unknown,restart_game_0
1763121943.036792,2025-11-14T12:05:43.036791,,,unknown,restart_game_0
1763121943.135548,2025-11-14T12:05:43.135548,,,unknown,restart_game_0
1763121943.150628,2025-11-14T12:05:43.150627,22,1080,unknown,restart_game_0
1763121943.164141,2025-11-14T12:05:43.164141,37,1080,unknown,restart_game_0
1763121943.176655,2025-11-14T12:05:43.176655,40,1080,unknown,restart_game_0
1763121943.232259,2025-11-14T12:05:43.232258,210,1011,unknown,restart_game_0
1763121943.244772,2025-11-14T12:05:43.244772,,,unknown,restart_game_0
1763121943.257282,2025-11-14T12:05:43.257282,,,unknown,restart_game_0
1763121943.328049,2025-11-14T12:05:43.328048,,,unknown,restart_game_0
1763121943.340700,2025-11-14T12:05:43.340699,,,unknown,restart_game_0
1763121943.353209,2025-11-14T12:05:43.353209,,,unknown,restart_game_0
1763121943.424770,2025-11-14T12:05:43.424769,,,unknown,restart_game_0
1763121943.440304,2025-11-14T12:05:43.440303,,,unknown,restart_game_0
1763121943.539239,2025-11-14T12:05:43.539239,,,unknown,restart_game_0
1763121943.551750,2025-11-14T12:05:43.551749,,,unknown,restart_game_0
1763121943.562263,2025-11-14T12:05:43.562262,,,unknown,restart_game_0
1763121943.576348,2025-11-14T12:05:43.576348,,,unknown,restart_game_0
1763121943.631683,2025-11-14T12:05:43.631683,,,unknown,restart_game_0
1763121943.644200,2025-11-14T12:05:43.644199,192,1080,unknown,restart_game_0
1763121943.656350,2025-11-14T12:05:43.656349,257,1080,unknown,restart_game_0
1763121943.727180,2025-11-14T12:05:43.727180,,,unknown,restart_game_0
1763121943.741269,2025-11-14T12:05:43.741269,,,unknown,restart_game_0
1763121943.753785,2025-11-14T12:05:43.753784,,,unknown,restart_game_0
1763121943.825474,2025-11-14T12:05:43.825474,,,unknown,restart_game_0
1763121943.839050,2025-11-14T12:05:43.839050,,,unknown,restart_game_0
1763121943.936757,2025-11-14T12:05:43.936757,,,unknown,restart_game_0
1763121943.948274,2025-11-14T12:05:43.948274,,,unknown,restart_game_0
1763121943.960116,2025-11-14T12:05:43.960115,,,unknown,restart_game_0
1763121943.971631,2025-11-14T12:05:43.971630,,,unknown,restart_game_0
1763121944.030831,2025-11-14T12:05:44.030830,,,unknown,restart_game_0
1763121944.043850,2025-11-14T12:05:44.043850,,,unknown,restart_game_0
1763121944.056361,2025-11-14T12:05:44.056361,,,unknown,restart_game_0
1763121944.126423,2025-11-14T12:05:44.126422,,,unknown,restart_game_0
1763121944.135497,2025-11-14T12:05:44.135496,,,unknown,restart_game_0
1763121944.148059,2025-11-14T12:05:44.148058,,,unknown,restart_game_0
1763121944.224442,2025-11-14T12:05:44.224442,,,unknown,restart_game_0
1763121944.234601,2025-11-14T12:05:44.234601,,,unknown,restart_game_0
1763121944.336661,2025-11-14T12:05:44.336661,,,unknown,restart_game_0
1763121944.347178,2025-11-14T12:05:44.347177,,,unknown,restart_game_0
1763121944.359961,2025-11-14T12:05:44.359960,,,unknown,restart_game_0
1763121944.375070,2025-11-14T12:05:44.375070,,,unknown,restart_game_0
1763121944.432768,2025-11-14T12:05:44.432768,,,unknown,restart_game_0
1763121944.444556,2025-11-14T12:05:44.444555,,,unknown,restart_game_0
1763121944.457067,2025-11-14T12:05:44.457066,,,unknown,restart_game_0
1763121944.528746,2025-11-14T12:05:44.528746,,,unknown,restart_game_0
1763121944.541773,2025-11-14T12:05:44.541772,,,unknown,restart_game_0
1763121944.557294,2025-11-14T12:05:44.557294,,,unknown,restart_game_0
1763121944.626044,2025-11-14T12:05:44.626043,,,unknown,restart_game_0
1763121944.639551,2025-11-14T12:05:44.639551,,,unknown,restart_game_0
1763121944.733052,2025-11-14T12:05:44.733051,,,unknown,restart_game_0
1763121944.745180,2025-11-14T12:05:44.745180,,,unknown,restart_game_0
1763121944.757210,2025-11-14T12:05:44.757209,,,unknown,restart_game_0
1763121944.770002,2025-11-14T12:05:44.770002,,,unknown,restart_game_0
1763121944.833167,2025-11-14T12:05:44.833166,,,unknown,restart_game_0
1763121944.842615,2025-11-14T12:05:44.842615,,,unknown,restart_game_0
1763121944.855242,2025-11-14T12:05:44.855241,,,unknown,restart_game_0
1763121944.924399,2025-11-14T12:05:44.924398,,,unknown,restart_game_0
1763121944.935427,2025-11-14T12:05:44.935427,,,unknown,restart_game_0
1763121944.947938,2025-11-14T12:05:44.947937,,,unknown,restart_game_0
1763121945.020726,2025-11-14T12:05:45.020726,,,unknown,restart_game_0
1763121945.032255,2025-11-14T12:05:45.032255,,,unknown,restart_game_0
1763121945.133579,2025-11-14T12:05:45.133578,,,unknown,restart_game_0
1763121945.229008,2025-11-14T12:05:45.229007,,,unknown,restart_game_0
1763121945.239049,2025-11-14T12:05:45.239048,,,unknown,restart_game_0
1763121945.252568,2025-11-14T12:05:45.252567,,,unknown,restart_game_0
1763121945.323990,2025-11-14T12:05:45.323990,,,unknown,restart_game_0
1763121945.334642,2025-11-14T12:05:45.334642,,,unknown,restart_game_0
1763121945.347153,2025-11-14T12:05:45.347153,,,unknown,restart_game_0
1763121945.428514,2025-11-14T12:05:45.428513,,,unknown,restart_game_0
1763121945.443550,2025-11-14T12:05:45.443550,,,unknown,restart_game_0
1763121945.532274,2025-11-14T12:05:45.532273,,,unknown,restart_game_0
1763121945.544291,2025-11-14T12:05:45.544291,,,unknown,restart_game_0
1763121945.555803,2025-11-14T12:05:45.555803,,,unknown,restart_game_0
1763121945.566313,2025-11-14T12:05:45.566313,,,unknown,restart_game_0
1763121945.628029,2025-11-14T12:05:45.628028,,,unknown,restart_game_0
1763121945.639484,2025-11-14T12:05:45.639484,,,unknown,restart_game_0
1763121945.652040,2025-11-14T12:05:45.652039,,,unknown,restart_game_0
1763121945.724848,2025-11-14T12:05:45.724847,,,unknown,restart_game_0
1763121945.735910,2025-11-14T12:05:45.735910,,,unknown,restart_game_0
1763121945.746468,2025-11-14T12:05:45.746467,,,unknown,restart_game_0
1763121945.821476,2025-11-14T12:05:45.821476,,,unknown,restart_game_0
1763121945.834010,2025-11-14T12:05:45.834009,,,unknown,restart_game_0
1763121945.964720,2025-11-14T12:05:45.964720,810,787,unknown,restart_game_0
1763121946.028592,2025-11-14T12:05:46.028592,757,716,unknown,restart_game_0
1763121946.091894,2025-11-14T12:05:46.091893,467,673,unknown,restart_game_0
1763121946.153364,2025-11-14T12:05:46.153364,586,720,unknown,restart_game_0
1763121946.216085,2025-11-14T12:05:46.216085,307,884,unknown,restart_game_0
1763121946.278246,2025-11-14T12:05:46.278246,536,972,unknown,restart_game_0
1763121946.357056,2025-11-14T12:05:46.357056,334,742,unknown,restart_game_0
1763121946.419852,2025-11-14T12:05:46.419851,348,895,unknown,restart_game_0
1763121946.449466,2025-11-14T12:05:46.449466,322,896,unknown,restart_game_0
1763121946.511531,2025-11-14T12:05:46.511531,323,1080,unknown,restart_game_0
1763121946.575038,2025-11-14T12:05:46.575037,190,1076,unknown,restart_game_0
1763121946.636565,2025-11-14T12:05:46.636564,,,unknown,restart_game_0
1763121946.683094,2025-11-14T12:05:46.683093,,,unknown,restart_game_0
1763121946.732192,2025-11-14T12:05:46.732192,131,1080,unknown,restart_game_0
1763121946.806441,2025-11-14T12:05:46.806440,111,1080,unknown,restart_game_0
1763121946.856565,2025-11-14T12:05:46.856565,,,unknown,restart_game_0
1763121946.916563,2025-11-14T12:05:46.916563,39,1080,unknown,restart_game_0
1763121946.946351,2025-11-14T12:05:46.946351,83,1080,unknown,restart_game_0
1763121946.994105,2025-11-14T12:05:46.994104,511,1060,unknown,restart_game_0
1763121947.041335,2025-11-14T12:05:47.041334,611,1080,unknown,restart_game_0
1763121947.104192,2025-11-14T12:05:47.104191,667,884,unknown,restart_game_0
1763121947.149912,2025-11-14T12:05:47.149912,579,1080,unknown,restart_game_0
1763121947.214667,2025-11-14T12:05:47.214667,601,936,unknown,restart_game_0
1763121947.260248,2025-11-14T12:05:47.261250,618,894,unknown,restart_game_0
1763121947.325789,2025-11-14T12:05:47.325788,694,1080,unknown,restart_game_0
1763121947.387223,2025-11-14T12:05:47.387223,647,1037,unknown,restart_game_0
1763121947.461762,2025-11-14T12:05:47.461762,664,956,unknown,restart_game_0
1763121947.526721,2025-11-14T12:05:47.526721,605,977,unknown,restart_game_0
1763121947.587910,2025-11-14T12:05:47.587909,649,826,unknown,restart_game_0
1763121947.633217,2025-11-14T12:05:47.633216,536,749,unknown,restart_game_0
1763121947.681315,2025-11-14T12:05:47.681314,416,728,unknown,restart_game_0
1763121947.772176,2025-11-14T12:05:47.772176,215,955,unknown,restart_game_0
1763121947.836846,2025-11-14T12:05:47.836846,220,885,unknown,restart_game_0
1763121947.897878,2025-11-14T12:05:47.897878,220,849,unknown,restart_game_0
1763121947.959049,2025-11-14T12:05:47.959048,75,886,unknown,restart_game_0
1763121948.022841,2025-11-14T12:05:48.022840,,,unknown,restart_game_0
1763121948.069820,2025-11-14T12:05:48.069820,,,unknown,restart_game_0
1763121948.164101,2025-11-14T12:05:48.164100,,,unknown,restart_game_0
1763121948.225018,2025-11-14T12:05:48.225018,,,unknown,restart_game_0
1763121948.286924,2025-11-14T12:05:48.286924,,,unknown,restart_game_0
1763121948.346612,2025-11-14T12:05:48.346612,,,unknown,restart_game_0
1763121948.410247,2025-11-14T12:05:48.410247,,,unknown,restart_game_0
1763121948.460035,2025-11-14T12:05:48.460035,,,unknown,restart_game_0
1763121948.503269,2025-11-14T12:05:48.503269,,,unknown,restart_game_0
1763121948.549218,2025-11-14T12:05:48.549217,,,unknown,restart_game_0
1763121948.595937,2025-11-14T12:05:48.595937,,,unknown,restart_game_0
1763121948.676648,2025-11-14T12:05:48.676647,,,unknown,restart_game_0
1763121948.738222,2025-11-14T12:05:48.738221,,,unknown,restart_game_0
1763121948.803221,2025-11-14T12:05:48.803221,,,unknown,restart_game_0
1763121948.849850,2025-11-14T12:05:48.849849,,,unknown,restart_game_0
1763121948.913821,2025-11-14T12:05:48.913820,,,unknown,restart_game_0
1763121948.942856,2025-11-14T12:05:48.942856,,,unknown,restart_game_0
1763121948.988838,2025-11-14T12:05:48.988837,,,unknown,restart_game_0
1763121949.050876,2025-11-14T12:05:49.050875,,,unknown,restart_game_0
1763121949.114111,2025-11-14T12:05:49.114111,,,unknown,restart_game_0
1763121949.158206,2025-11-14T12:05:49.158205,,,unknown,restart_game_0
1763121949.203602,2025-11-14T12:05:49.203602,,,unknown,restart_game_0
1763121949.253296,2025-11-14T12:05:49.253295,,,unknown,restart_game_0
1763121949.344970,2025-11-14T12:05:49.344970,,,unknown,restart_game_0
1763121949.433335,2025-11-14T12:05:49.433334,,,unknown,restart_game_0
1763121949.472993,2025-11-14T12:05:49.472993,,,unknown,restart_game_0
1763121949.541717,2025-11-14T12:05:49.541716,,,unknown,restart_game_0
1763121949.610344,2025-11-14T12:05:49.610344,,,unknown,restart_game_0
1763121949.657934,2025-11-14T12:05:49.657933,,,unknown,restart_game_0
1763121949.720918,2025-11-14T12:05:49.720917,,,unknown,restart_game_0
1763121949.782527,2025-11-14T12:05:49.782527,,,unknown,restart_game_0
1763121949.831173,2025-11-14T12:05:49.831173,,,unknown,restart_game_0
1763121949.891911,2025-11-14T12:05:49.891911,,,unknown,restart_game_0
1763121949.943425,2025-11-14T12:05:49.943425,,,unknown,restart_game_0
1763121950.004680,2025-11-14T12:05:50.004680,,,unknown,restart_game_0
1763121950.049260,2025-11-14T12:05:50.049259,,,unknown,restart_game_0
1763121950.096627,2025-11-14T12:05:50.096626,,,unknown,restart_game_0
1763121950.144473,2025-11-14T12:05:50.144473,,,unknown,restart_game_0
